# tau gt_up gt_dn
36.513 -0.000307633 -0.000307633
36.522 -0.000309917 -0.000309917
36.531 -0.000312218 -0.000312218
36.54 -0.000314536 -0.000314536
36.549 -0.000316871 -0.000316871
36.558 -0.000319223 -0.000319223
36.567 -0.000321593 -0.000321593
36.576 -0.000323981 -0.000323981
36.585 -0.000326386 -0.000326386
36.594 -0.000328809 -0.000328809
36.603 -0.00033125 -0.00033125
36.612 -0.00033371 -0.00033371
36.621 -0.000336187 -0.000336187
36.63 -0.000338683 -0.000338683
36.639 -0.000341197 -0.000341197
36.648 -0.000343731 -0.000343731
36.657 -0.000346282 -0.000346282
36.666 -0.000348853 -0.000348853
36.675 -0.000351443 -0.000351443
36.684 -0.000354052 -0.000354052
36.693 -0.000356681 -0.000356681
36.702 -0.000359329 -0.000359329
36.711 -0.000361997 -0.000361997
36.72 -0.000364684 -0.000364684
36.729 -0.000367392 -0.000367392
36.738 -0.000370119 -0.000370119
36.747 -0.000372867 -0.000372867
36.756 -0.000375635 -0.000375635
36.765 -0.000378424 -0.000378424
36.774 -0.000381233 -0.000381233
36.783 -0.000384064 -0.000384064
36.792 -0.000386915 -0.000386915
36.801 -0.000389788 -0.000389788
36.81 -0.000392681 -0.000392681
36.819 -0.000395597 -0.000395597
36.828 -0.000398534 -0.000398534
36.837 -0.000401492 -0.000401492
36.846 -0.000404473 -0.000404473
36.855 -0.000407476 -0.000407476
36.864 -0.000410501 -0.000410501
36.873 -0.000413549 -0.000413549
36.882 -0.000416619 -0.000416619
36.891 -0.000419712 -0.000419712
36.9 -0.000422828 -0.000422828
36.909 -0.000425967 -0.000425967
36.918 -0.000429129 -0.000429129
36.927 -0.000432315 -0.000432315
36.936 -0.000435525 -0.000435525
36.945 -0.000438758 -0.000438758
36.954 -0.000442016 -0.000442016
36.963 -0.000445297 -0.000445297
36.972 -0.000448603 -0.000448603
36.981 -0.000451934 -0.000451934
36.99 -0.000455289 -0.000455289
36.999 -0.000458669 -0.000458669
37.008 -0.000462074 -0.000462074
37.017 -0.000465505 -0.000465505
37.026 -0.000468961 -0.000468961
37.035 -0.000472442 -0.000472442
37.044 -0.00047595 -0.00047595
37.053 -0.000479483 -0.000479483
37.062 -0.000483043 -0.000483043
37.071 -0.000486629 -0.000486629
37.08 -0.000490242 -0.000490242
37.089 -0.000493882 -0.000493882
37.098 -0.000497548 -0.000497548
37.107 -0.000501242 -0.000501242
37.116 -0.000504963 -0.000504963
37.125 -0.000508712 -0.000508712
37.134 -0.000512489 -0.000512489
37.143 -0.000516294 -0.000516294
37.152 -0.000520127 -0.000520127
37.161 -0.000523988 -0.000523988
37.17 -0.000527878 -0.000527878
37.179 -0.000531797 -0.000531797
37.188 -0.000535746 -0.000535746
37.197 -0.000539723 -0.000539723
37.206 -0.00054373 -0.00054373
37.215 -0.000547767 -0.000547767
37.224 -0.000551833 -0.000551833
37.233 -0.00055593 -0.00055593
37.242 -0.000560058 -0.000560058
37.251 -0.000564215 -0.000564215
37.26 -0.000568404 -0.000568404
37.269 -0.000572624 -0.000572624
37.278 -0.000576875 -0.000576875
37.287 -0.000581158 -0.000581158
37.296 -0.000585473 -0.000585473
37.305 -0.000589819 -0.000589819
37.314 -0.000594198 -0.000594198
37.323 -0.00059861 -0.00059861
37.332 -0.000603054 -0.000603054
37.341 -0.000607531 -0.000607531
37.35 -0.000612041 -0.000612041
37.359 -0.000616585 -0.000616585
37.368 -0.000621163 -0.000621163
37.377 -0.000625774 -0.000625774
37.386 -0.00063042 -0.00063042
37.395 -0.000635101 -0.000635101
37.404 -0.000639816 -0.000639816
37.413 -0.000644566 -0.000644566
37.422 -0.000649351 -0.000649351
37.431 -0.000654172 -0.000654172
37.44 -0.000659028 -0.000659028
37.449 -0.000663921 -0.000663921
37.458 -0.00066885 -0.00066885
37.467 -0.000673816 -0.000673816
37.476 -0.000678818 -0.000678818
37.485 -0.000683858 -0.000683858
37.494 -0.000688935 -0.000688935
37.503 -0.00069405 -0.00069405
37.512 -0.000699202 -0.000699202
37.521 -0.000704393 -0.000704393
37.53 -0.000709623 -0.000709623
37.539 -0.000714891 -0.000714891
37.548 -0.000720199 -0.000720199
37.557 -0.000725545 -0.000725545
37.566 -0.000730932 -0.000730932
37.575 -0.000736358 -0.000736358
37.584 -0.000741825 -0.000741825
37.593 -0.000747333 -0.000747333
37.602 -0.000752881 -0.000752881
37.611 -0.00075847 -0.00075847
37.62 -0.000764101 -0.000764101
37.629 -0.000769774 -0.000769774
37.638 -0.000775489 -0.000775489
37.647 -0.000781246 -0.000781246
37.656 -0.000787046 -0.000787046
37.665 -0.00079289 -0.00079289
37.674 -0.000798776 -0.000798776
37.683 -0.000804706 -0.000804706
37.692 -0.000810681 -0.000810681
37.701 -0.000816699 -0.000816699
37.71 -0.000822762 -0.000822762
37.719 -0.000828871 -0.000828871
37.728 -0.000835024 -0.000835024
37.737 -0.000841224 -0.000841224
37.746 -0.000847469 -0.000847469
37.755 -0.000853761 -0.000853761
37.764 -0.000860099 -0.000860099
37.773 -0.000866485 -0.000866485
37.782 -0.000872917 -0.000872917
37.791 -0.000879398 -0.000879398
37.8 -0.000885927 -0.000885927
37.809 -0.000892504 -0.000892504
37.818 -0.00089913 -0.00089913
37.827 -0.000905805 -0.000905805
37.836 -0.00091253 -0.00091253
37.845 -0.000919305 -0.000919305
37.854 -0.00092613 -0.00092613
37.863 -0.000933006 -0.000933006
37.872 -0.000939932 -0.000939932
37.881 -0.00094691 -0.00094691
37.89 -0.00095394 -0.00095394
37.899 -0.000961023 -0.000961023
37.908 -0.000968157 -0.000968157
37.917 -0.000975345 -0.000975345
37.926 -0.000982586 -0.000982586
37.935 -0.000989881 -0.000989881
37.944 -0.00099723 -0.00099723
37.953 -0.00100463 -0.00100463
37.962 -0.00101209 -0.00101209
37.971 -0.00101961 -0.00101961
37.98 -0.00102718 -0.00102718
37.989 -0.0010348 -0.0010348
37.998 -0.00104248 -0.00104248
38.007 -0.00105022 -0.00105022
38.016 -0.00105802 -0.00105802
38.025 -0.00106588 -0.00106588
38.034 -0.00107379 -0.00107379
38.043 -0.00108176 -0.00108176
38.052 -0.00108979 -0.00108979
38.061 -0.00109788 -0.00109788
38.07 -0.00110603 -0.00110603
38.079 -0.00111424 -0.00111424
38.088 -0.00112252 -0.00112252
38.097 -0.00113085 -0.00113085
38.106 -0.00113925 -0.00113925
38.115 -0.0011477 -0.0011477
38.124 -0.00115622 -0.00115622
38.133 -0.00116481 -0.00116481
38.142 -0.00117346 -0.00117346
38.151 -0.00118217 -0.00118217
38.16 -0.00119094 -0.00119094
38.169 -0.00119979 -0.00119979
38.178 -0.00120869 -0.00120869
38.187 -0.00121767 -0.00121767
38.196 -0.00122671 -0.00122671
38.205 -0.00123581 -0.00123581
38.214 -0.00124499 -0.00124499
38.223 -0.00125423 -0.00125423
38.232 -0.00126354 -0.00126354
38.241 -0.00127292 -0.00127292
38.25 -0.00128237 -0.00128237
38.259 -0.0012919 -0.0012919
38.268 -0.00130149 -0.00130149
38.277 -0.00131115 -0.00131115
38.286 -0.00132088 -0.00132088
38.295 -0.00133069 -0.00133069
38.304 -0.00134057 -0.00134057
38.313 -0.00135052 -0.00135052
38.322 -0.00136055 -0.00136055
38.331 -0.00137065 -0.00137065
38.34 -0.00138082 -0.00138082
38.349 -0.00139108 -0.00139108
38.358 -0.0014014 -0.0014014
38.367 -0.00141181 -0.00141181
38.376 -0.00142229 -0.00142229
38.385 -0.00143285 -0.00143285
38.394 -0.00144349 -0.00144349
38.403 -0.0014542 -0.0014542
38.412 -0.001465 -0.001465
38.421 -0.00147587 -0.00147587
38.43 -0.00148683 -0.00148683
38.439 -0.00149787 -0.00149787
38.448 -0.00150899 -0.00150899
38.457 -0.00152019 -0.00152019
38.466 -0.00153148 -0.00153148
38.475 -0.00154285 -0.00154285
38.484 -0.0015543 -0.0015543
38.493 -0.00156584 -0.00156584
38.502 -0.00157747 -0.00157747
38.511 -0.00158918 -0.00158918
38.52 -0.00160098 -0.00160098
38.529 -0.00161286 -0.00161286
38.538 -0.00162484 -0.00162484
38.547 -0.0016369 -0.0016369
38.556 -0.00164905 -0.00164905
38.565 -0.0016613 -0.0016613
38.574 -0.00167363 -0.00167363
38.583 -0.00168605 -0.00168605
38.592 -0.00169857 -0.00169857
38.601 -0.00171118 -0.00171118
38.61 -0.00172389 -0.00172389
38.619 -0.00173668 -0.00173668
38.628 -0.00174958 -0.00174958
38.637 -0.00176257 -0.00176257
38.646 -0.00177565 -0.00177565
38.655 -0.00178883 -0.00178883
38.664 -0.00180212 -0.00180212
38.673 -0.00181549 -0.00181549
38.682 -0.00182897 -0.00182897
38.691 -0.00184255 -0.00184255
38.7 -0.00185623 -0.00185623
38.709 -0.00187001 -0.00187001
38.718 -0.00188389 -0.00188389
38.727 -0.00189788 -0.00189788
38.736 -0.00191197 -0.00191197
38.745 -0.00192617 -0.00192617
38.754 -0.00194047 -0.00194047
38.763 -0.00195487 -0.00195487
38.772 -0.00196939 -0.00196939
38.781 -0.00198401 -0.00198401
38.79 -0.00199874 -0.00199874
38.799 -0.00201357 -0.00201357
38.808 -0.00202852 -0.00202852
38.817 -0.00204358 -0.00204358
38.826 -0.00205876 -0.00205876
38.835 -0.00207404 -0.00207404
38.844 -0.00208944 -0.00208944
38.853 -0.00210495 -0.00210495
38.862 -0.00212058 -0.00212058
38.871 -0.00213632 -0.00213632
38.88 -0.00215218 -0.00215218
38.889 -0.00216816 -0.00216816
38.898 -0.00218426 -0.00218426
38.907 -0.00220047 -0.00220047
38.916 -0.00221681 -0.00221681
38.925 -0.00223327 -0.00223327
38.934 -0.00224985 -0.00224985
38.943 -0.00226655 -0.00226655
38.952 -0.00228338 -0.00228338
38.961 -0.00230033 -0.00230033
38.97 -0.00231741 -0.00231741
38.979 -0.00233461 -0.00233461
38.988 -0.00235194 -0.00235194
38.997 -0.0023694 -0.0023694
39.006 -0.002387 -0.002387
39.015 -0.00240472 -0.00240472
39.024 -0.00242257 -0.00242257
39.033 -0.00244056 -0.00244056
39.042 -0.00245867 -0.00245867
39.051 -0.00247693 -0.00247693
39.06 -0.00249532 -0.00249532
39.069 -0.00251384 -0.00251384
39.078 -0.00253251 -0.00253251
39.087 -0.00255131 -0.00255131
39.096 -0.00257025 -0.00257025
39.105 -0.00258933 -0.00258933
39.114 -0.00260855 -0.00260855
39.123 -0.00262792 -0.00262792
39.132 -0.00264743 -0.00264743
39.141 -0.00266708 -0.00266708
39.15 -0.00268688 -0.00268688
39.159 -0.00270683 -0.00270683
39.168 -0.00272693 -0.00272693
39.177 -0.00274717 -0.00274717
39.186 -0.00276757 -0.00276757
39.195 -0.00278812 -0.00278812
39.204 -0.00280881 -0.00280881
39.213 -0.00282967 -0.00282967
39.222 -0.00285068 -0.00285068
39.231 -0.00287184 -0.00287184
39.24 -0.00289316 -0.00289316
39.249 -0.00291464 -0.00291464
39.258 -0.00293628 -0.00293628
39.267 -0.00295808 -0.00295808
39.276 -0.00298004 -0.00298004
39.285 -0.00300216 -0.00300216
39.294 -0.00302445 -0.00302445
39.303 -0.0030469 -0.0030469
39.312 -0.00306953 -0.00306953
39.321 -0.00309231 -0.00309231
39.33 -0.00311527 -0.00311527
39.339 -0.0031384 -0.0031384
39.348 -0.0031617 -0.0031617
39.357 -0.00318517 -0.00318517
39.366 -0.00320882 -0.00320882
39.375 -0.00323264 -0.00323264
39.384 -0.00325664 -0.00325664
39.393 -0.00328082 -0.00328082
39.402 -0.00330518 -0.00330518
39.411 -0.00332971 -0.00332971
39.42 -0.00335443 -0.00335443
39.429 -0.00337934 -0.00337934
39.438 -0.00340443 -0.00340443
39.447 -0.0034297 -0.0034297
39.456 -0.00345516 -0.00345516
39.465 -0.00348082 -0.00348082
39.474 -0.00350666 -0.00350666
39.483 -0.00353269 -0.00353269
39.492 -0.00355892 -0.00355892
39.501 -0.00358534 -0.00358534
39.51 -0.00361196 -0.00361196
39.519 -0.00363877 -0.00363877
39.528 -0.00366579 -0.00366579
39.537 -0.003693 -0.003693
39.546 -0.00372042 -0.00372042
39.555 -0.00374804 -0.00374804
39.564 -0.00377587 -0.00377587
39.573 -0.0038039 -0.0038039
39.582 -0.00383214 -0.00383214
39.591 -0.00386059 -0.00386059
39.6 -0.00388925 -0.00388925
39.609 -0.00391813 -0.00391813
39.618 -0.00394722 -0.00394722
39.627 -0.00397652 -0.00397652
39.636 -0.00400604 -0.00400604
39.645 -0.00403578 -0.00403578
39.654 -0.00406575 -0.00406575
39.663 -0.00409593 -0.00409593
39.672 -0.00412634 -0.00412634
39.681 -0.00415697 -0.00415697
39.69 -0.00418784 -0.00418784
39.699 -0.00421893 -0.00421893
39.708 -0.00425025 -0.00425025
39.717 -0.0042818 -0.0042818
39.726 -0.00431359 -0.00431359
39.735 -0.00434562 -0.00434562
39.744 -0.00437788 -0.00437788
39.753 -0.00441038 -0.00441038
39.762 -0.00444312 -0.00444312
39.771 -0.00447611 -0.00447611
39.78 -0.00450934 -0.00450934
39.789 -0.00454282 -0.00454282
39.798 -0.00457655 -0.00457655
39.807 -0.00461052 -0.00461052
39.816 -0.00464475 -0.00464475
39.825 -0.00467923 -0.00467923
39.834 -0.00471397 -0.00471397
39.843 -0.00474897 -0.00474897
39.852 -0.00478423 -0.00478423
39.861 -0.00481975 -0.00481975
39.87 -0.00485553 -0.00485553
39.879 -0.00489158 -0.00489158
39.888 -0.00492789 -0.00492789
39.897 -0.00496448 -0.00496448
39.906 -0.00500133 -0.00500133
39.915 -0.00503846 -0.00503846
39.924 -0.00507587 -0.00507587
39.933 -0.00511355 -0.00511355
39.942 -0.00515152 -0.00515152
39.951 -0.00518976 -0.00518976
39.96 -0.00522829 -0.00522829
39.969 -0.00526711 -0.00526711
39.978 -0.00530621 -0.00530621
39.987 -0.00534561 -0.00534561
39.996 -0.00538529 -0.00538529
40.005 -0.00542527 -0.00542527
40.014 -0.00546555 -0.00546555
40.023 -0.00550613 -0.00550613
40.032 -0.00554701 -0.00554701
40.041 -0.00558819 -0.00558819
40.05 -0.00562968 -0.00562968
40.059 -0.00567147 -0.00567147
40.068 -0.00571358 -0.00571358
40.077 -0.005756 -0.005756
40.086 -0.00579873 -0.00579873
40.095 -0.00584178 -0.00584178
40.104 -0.00588515 -0.00588515
40.113 -0.00592884 -0.00592884
40.122 -0.00597286 -0.00597286
40.131 -0.0060172 -0.0060172
40.14 -0.00606187 -0.00606187
40.149 -0.00610688 -0.00610688
40.158 -0.00615222 -0.00615222
40.167 -0.00619789 -0.00619789
40.176 -0.0062439 -0.0062439
40.185 -0.00629026 -0.00629026
40.194 -0.00633696 -0.00633696
40.203 -0.00638401 -0.00638401
40.212 -0.0064314 -0.0064314
40.221 -0.00647915 -0.00647915
40.23 -0.00652725 -0.00652725
40.239 -0.00657571 -0.00657571
40.248 -0.00662453 -0.00662453
40.257 -0.00667371 -0.00667371
40.266 -0.00672326 -0.00672326
40.275 -0.00677317 -0.00677317
40.284 -0.00682346 -0.00682346
40.293 -0.00687412 -0.00687412
40.302 -0.00692515 -0.00692515
40.311 -0.00697656 -0.00697656
40.32 -0.00702836 -0.00702836
40.329 -0.00708054 -0.00708054
40.338 -0.0071331 -0.0071331
40.347 -0.00718606 -0.00718606
40.356 -0.00723941 -0.00723941
40.365 -0.00729316 -0.00729316
40.374 -0.0073473 -0.0073473
40.383 -0.00740185 -0.00740185
40.392 -0.0074568 -0.0074568
40.401 -0.00751216 -0.00751216
40.41 -0.00756793 -0.00756793
40.419 -0.00762412 -0.00762412
40.428 -0.00768072 -0.00768072
40.437 -0.00773775 -0.00773775
40.446 -0.00779519 -0.00779519
40.455 -0.00785306 -0.00785306
40.464 -0.00791137 -0.00791137
40.473 -0.0079701 -0.0079701
40.482 -0.00802927 -0.00802927
40.491 -0.00808888 -0.00808888
40.5 -0.00814894 -0.00814894
40.509 -0.00820944 -0.00820944
40.518 -0.00827038 -0.00827038
40.527 -0.00833178 -0.00833178
40.536 -0.00839364 -0.00839364
40.545 -0.00845596 -0.00845596
40.554 -0.00851874 -0.00851874
40.563 -0.00858198 -0.00858198
40.572 -0.00864569 -0.00864569
40.581 -0.00870988 -0.00870988
40.59 -0.00877454 -0.00877454
40.599 -0.00883969 -0.00883969
40.608 -0.00890532 -0.00890532
40.617 -0.00897143 -0.00897143
40.626 -0.00903804 -0.00903804
40.635 -0.00910514 -0.00910514
40.644 -0.00917273 -0.00917273
40.653 -0.00924083 -0.00924083
40.662 -0.00930944 -0.00930944
40.671 -0.00937855 -0.00937855
40.68 -0.00944818 -0.00944818
40.689 -0.00951833 -0.00951833
40.698 -0.00958899 -0.00958899
40.707 -0.00966018 -0.00966018
40.716 -0.0097319 -0.0097319
40.725 -0.00980415 -0.00980415
40.734 -0.00987694 -0.00987694
40.743 -0.00995027 -0.00995027
40.752 -0.0100241 -0.0100241
40.761 -0.0100986 -0.0100986
40.77 -0.0101735 -0.0101735
40.779 -0.0102491 -0.0102491
40.788 -0.0103252 -0.0103252
40.797 -0.0104018 -0.0104018
40.806 -0.010479 -0.010479
40.815 -0.0105568 -0.0105568
40.824 -0.0106352 -0.0106352
40.833 -0.0107142 -0.0107142
40.842 -0.0107937 -0.0107937
40.851 -0.0108739 -0.0108739
40.86 -0.0109546 -0.0109546
40.869 -0.0110359 -0.0110359
40.878 -0.0111178 -0.0111178
40.887 -0.0112004 -0.0112004
40.896 -0.0112835 -0.0112835
40.905 -0.0113673 -0.0113673
40.914 -0.0114517 -0.0114517
40.923 -0.0115367 -0.0115367
40.932 -0.0116224 -0.0116224
40.941 -0.0117087 -0.0117087
40.95 -0.0117956 -0.0117956
40.959 -0.0118832 -0.0118832
40.968 -0.0119714 -0.0119714
40.977 -0.0120603 -0.0120603
40.986 -0.0121498 -0.0121498
40.995 -0.01224 -0.01224
41.004 -0.0123309 -0.0123309
41.013 -0.0124224 -0.0124224
41.022 -0.0125147 -0.0125147
41.031 -0.0126076 -0.0126076
41.04 -0.0127012 -0.0127012
41.049 -0.0127955 -0.0127955
41.058 -0.0128905 -0.0128905
41.067 -0.0129862 -0.0129862
41.076 -0.0130826 -0.0130826
41.085 -0.0131797 -0.0131797
41.094 -0.0132776 -0.0132776
41.103 -0.0133761 -0.0133761
41.112 -0.0134755 -0.0134755
41.121 -0.0135755 -0.0135755
41.13 -0.0136763 -0.0136763
41.139 -0.0137778 -0.0137778
41.148 -0.0138801 -0.0138801
41.157 -0.0139832 -0.0139832
41.166 -0.014087 -0.014087
41.175 -0.0141916 -0.0141916
41.184 -0.0142969 -0.0142969
41.193 -0.0144031 -0.0144031
41.202 -0.01451 -0.01451
41.211 -0.0146177 -0.0146177
41.22 -0.0147263 -0.0147263
41.229 -0.0148356 -0.0148356
41.238 -0.0149457 -0.0149457
41.247 -0.0150567 -0.0150567
41.256 -0.0151685 -0.0151685
41.265 -0.0152811 -0.0152811
41.274 -0.0153946 -0.0153946
41.283 -0.0155089 -0.0155089
41.292 -0.015624 -0.015624
41.301 -0.01574 -0.01574
41.31 -0.0158569 -0.0158569
41.319 -0.0159746 -0.0159746
41.328 -0.0160932 -0.0160932
41.337 -0.0162127 -0.0162127
41.346 -0.0163331 -0.0163331
41.355 -0.0164543 -0.0164543
41.364 -0.0165765 -0.0165765
41.373 -0.0166996 -0.0166996
41.382 -0.0168236 -0.0168236
41.391 -0.0169485 -0.0169485
41.4 -0.0170743 -0.0170743
41.409 -0.0172011 -0.0172011
41.418 -0.0173288 -0.0173288
41.427 -0.0174574 -0.0174574
41.436 -0.0175871 -0.0175871
41.445 -0.0177176 -0.0177176
41.454 -0.0178492 -0.0178492
41.463 -0.0179817 -0.0179817
41.472 -0.0181152 -0.0181152
41.481 -0.0182497 -0.0182497
41.49 -0.0183852 -0.0183852
41.499 -0.0185217 -0.0185217
41.508 -0.0186592 -0.0186592
41.517 -0.0187978 -0.0187978
41.526 -0.0189374 -0.0189374
41.535 -0.019078 -0.019078
41.544 -0.0192196 -0.0192196
41.553 -0.0193623 -0.0193623
41.562 -0.0195061 -0.0195061
41.571 -0.0196509 -0.0196509
41.58 -0.0197968 -0.0197968
41.589 -0.0199438 -0.0199438
41.598 -0.0200919 -0.0200919
41.607 -0.0202411 -0.0202411
41.616 -0.0203914 -0.0203914
41.625 -0.0205428 -0.0205428
41.634 -0.0206953 -0.0206953
41.643 -0.020849 -0.020849
41.652 -0.0210038 -0.0210038
41.661 -0.0211597 -0.0211597
41.67 -0.0213168 -0.0213168
41.679 -0.0214751 -0.0214751
41.688 -0.0216346 -0.0216346
41.697 -0.0217952 -0.0217952
41.706 -0.0219571 -0.0219571
41.715 -0.0221201 -0.0221201
41.724 -0.0222844 -0.0222844
41.733 -0.0224498 -0.0224498
41.742 -0.0226165 -0.0226165
41.751 -0.0227845 -0.0227845
41.76 -0.0229536 -0.0229536
41.769 -0.0231241 -0.0231241
41.778 -0.0232958 -0.0232958
41.787 -0.0234688 -0.0234688
41.796 -0.0236431 -0.0236431
41.805 -0.0238186 -0.0238186
41.814 -0.0239955 -0.0239955
41.823 -0.0241737 -0.0241737
41.832 -0.0243532 -0.0243532
41.841 -0.024534 -0.024534
41.85 -0.0247162 -0.0247162
41.859 -0.0248998 -0.0248998
41.868 -0.0250847 -0.0250847
41.877 -0.0252709 -0.0252709
41.886 -0.0254586 -0.0254586
41.895 -0.0256477 -0.0256477
41.904 -0.0258381 -0.0258381
41.913 -0.02603 -0.02603
41.922 -0.0262233 -0.0262233
41.931 -0.0264181 -0.0264181
41.94 -0.0266143 -0.0266143
41.949 -0.0268119 -0.0268119
41.958 -0.027011 -0.027011
41.967 -0.0272116 -0.0272116
41.976 -0.0274137 -0.0274137
41.985 -0.0276173 -0.0276173
41.994 -0.0278224 -0.0278224
42.003 -0.028029 -0.028029
42.012 -0.0282372 -0.0282372
42.021 -0.0284469 -0.0284469
42.03 -0.0286582 -0.0286582
42.039 -0.0288711 -0.0288711
42.048 -0.0290855 -0.0290855
42.057 -0.0293015 -0.0293015
42.066 -0.0295192 -0.0295192
42.075 -0.0297384 -0.0297384
42.084 -0.0299593 -0.0299593
42.093 -0.0301818 -0.0301818
42.102 -0.030406 -0.030406
42.111 -0.0306318 -0.0306318
42.12 -0.0308594 -0.0308594
42.129 -0.0310886 -0.0310886
42.138 -0.0313195 -0.0313195
42.147 -0.0315522 -0.0315522
42.156 -0.0317866 -0.0317866
42.165 -0.0320227 -0.0320227
42.174 -0.0322606 -0.0322606
42.183 -0.0325002 -0.0325002
42.192 -0.0327417 -0.0327417
42.201 -0.0329849 -0.0329849
42.21 -0.0332299 -0.0332299
42.219 -0.0334768 -0.0334768
42.228 -0.0337255 -0.0337255
42.237 -0.0339761 -0.0339761
42.246 -0.0342285 -0.0342285
42.255 -0.0344828 -0.0344828
42.264 -0.034739 -0.034739
42.273 -0.0349971 -0.0349971
42.282 -0.0352572 -0.0352572
42.291 -0.0355191 -0.0355191
42.3 -0.0357831 -0.0357831
42.309 -0.0360489 -0.0360489
42.318 -0.0363168 -0.0363168
42.327 -0.0365867 -0.0365867
42.336 -0.0368586 -0.0368586
42.345 -0.0371325 -0.0371325
42.354 -0.0374084 -0.0374084
42.363 -0.0376864 -0.0376864
42.372 -0.0379665 -0.0379665
42.381 -0.0382487 -0.0382487
42.39 -0.038533 -0.038533
42.399 -0.0388194 -0.0388194
42.408 -0.0391079 -0.0391079
42.417 -0.0393986 -0.0393986
42.426 -0.0396914 -0.0396914
42.435 -0.0399865 -0.0399865
42.444 -0.0402837 -0.0402837
42.453 -0.0405832 -0.0405832
42.462 -0.0408849 -0.0408849
42.471 -0.0411888 -0.0411888
42.48 -0.0414951 -0.0414951
42.489 -0.0418036 -0.0418036
42.498 -0.0421144 -0.0421144
42.507 -0.0424275 -0.0424275
42.516 -0.042743 -0.042743
42.525 -0.0430609 -0.0430609
42.534 -0.0433811 -0.0433811
42.543 -0.0437037 -0.0437037
42.552 -0.0440287 -0.0440287
42.561 -0.0443562 -0.0443562
42.57 -0.0446861 -0.0446861
42.579 -0.0450185 -0.0450185
42.588 -0.0453533 -0.0453533
42.597 -0.0456907 -0.0456907
42.606 -0.0460306 -0.0460306
42.615 -0.0463731 -0.0463731
42.624 -0.0467181 -0.0467181
42.633 -0.0470657 -0.0470657
42.642 -0.0474159 -0.0474159
42.651 -0.0477687 -0.0477687
42.66 -0.0481242 -0.0481242
42.669 -0.0484823 -0.0484823
42.678 -0.0488432 -0.0488432
42.687 -0.0492067 -0.0492067
42.696 -0.049573 -0.049573
42.705 -0.049942 -0.049942
42.714 -0.0503138 -0.0503138
42.723 -0.0506884 -0.0506884
42.732 -0.0510658 -0.0510658
42.741 -0.051446 -0.051446
42.75 -0.0518292 -0.0518292
42.759 -0.0522151 -0.0522151
42.768 -0.052604 -0.052604
42.777 -0.0529959 -0.0529959
42.786 -0.0533906 -0.0533906
42.795 -0.0537884 -0.0537884
42.804 -0.0541891 -0.0541891
42.813 -0.0545929 -0.0545929
42.822 -0.0549997 -0.0549997
42.831 -0.0554096 -0.0554096
42.84 -0.0558226 -0.0558226
42.849 -0.0562387 -0.0562387
42.858 -0.056658 -0.056658
42.867 -0.0570804 -0.0570804
42.876 -0.057506 -0.057506
42.885 -0.0579348 -0.0579348
42.894 -0.0583669 -0.0583669
42.903 -0.0588023 -0.0588023
42.912 -0.0592409 -0.0592409
42.921 -0.0596829 -0.0596829
42.93 -0.0601283 -0.0601283
42.939 -0.060577 -0.060577
42.948 -0.0610291 -0.0610291
42.957 -0.0614847 -0.0614847
42.966 -0.0619437 -0.0619437
42.975 -0.0624062 -0.0624062
42.984 -0.0628723 -0.0628723
42.993 -0.0633419 -0.0633419
43.002 -0.0638151 -0.0638151
43.011 -0.0642918 -0.0642918
43.02 -0.0647723 -0.0647723
43.029 -0.0652564 -0.0652564
43.038 -0.0657442 -0.0657442
43.047 -0.0662357 -0.0662357
43.056 -0.066731 -0.066731
43.065 -0.0672301 -0.0672301
43.074 -0.067733 -0.067733
43.083 -0.0682398 -0.0682398
43.092 -0.0687505 -0.0687505
43.101 -0.0692651 -0.0692651
43.11 -0.0697837 -0.0697837
43.119 -0.0703062 -0.0703062
43.128 -0.0708328 -0.0708328
43.137 -0.0713635 -0.0713635
43.146 -0.0718982 -0.0718982
43.155 -0.0724371 -0.0724371
43.164 -0.0729802 -0.0729802
43.173 -0.0735274 -0.0735274
43.182 -0.074079 -0.074079
43.191 -0.0746348 -0.0746348
43.2 -0.0751949 -0.0751949
43.209 -0.0757594 -0.0757594
43.218 -0.0763282 -0.0763282
43.227 -0.0769015 -0.0769015
43.236 -0.0774793 -0.0774793
43.245 -0.0780616 -0.0780616
43.254 -0.0786485 -0.0786485
43.263 -0.07924 -0.07924
43.272 -0.0798361 -0.0798361
43.281 -0.0804369 -0.0804369
43.29 -0.0810424 -0.0810424
43.299 -0.0816527 -0.0816527
43.308 -0.0822679 -0.0822679
43.317 -0.0828879 -0.0828879
43.326 -0.0835128 -0.0835128
43.335 -0.0841426 -0.0841426
43.344 -0.0847775 -0.0847775
43.353 -0.0854174 -0.0854174
43.362 -0.0860624 -0.0860624
43.371 -0.0867126 -0.0867126
43.38 -0.087368 -0.087368
43.389 -0.0880286 -0.0880286
43.398 -0.0886946 -0.0886946
43.407 -0.0893659 -0.0893659
43.416 -0.0900426 -0.0900426
43.425 -0.0907247 -0.0907247
43.434 -0.0914124 -0.0914124
43.443 -0.0921057 -0.0921057
43.452 -0.0928046 -0.0928046
43.461 -0.0935092 -0.0935092
43.47 -0.0942196 -0.0942196
43.479 -0.0949357 -0.0949357
43.488 -0.0956578 -0.0956578
43.497 -0.0963857 -0.0963857
43.506 -0.0971197 -0.0971197
43.515 -0.0978597 -0.0978597
43.524 -0.0986059 -0.0986059
