# tau gt_up gt_dn
19.098 -5.03847e-08 -5.03847e-08
19.107 -5.00161e-08 -5.00161e-08
19.116 -4.96503e-08 -4.96503e-08
19.125 -4.92872e-08 -4.92872e-08
19.134 -4.89269e-08 -4.89269e-08
19.143 -4.85691e-08 -4.85691e-08
19.152 -4.82141e-08 -4.82141e-08
19.161 -4.78617e-08 -4.78617e-08
19.17 -4.75119e-08 -4.75119e-08
19.179 -4.71647e-08 -4.71647e-08
19.188 -4.68201e-08 -4.68201e-08
19.197 -4.6478e-08 -4.6478e-08
19.206 -4.61385e-08 -4.61385e-08
19.215 -4.58015e-08 -4.58015e-08
19.224 -4.5467e-08 -4.5467e-08
19.233 -4.5135e-08 -4.5135e-08
19.242 -4.48055e-08 -4.48055e-08
19.251 -4.44784e-08 -4.44784e-08
19.26 -4.41538e-08 -4.41538e-08
19.269 -4.38316e-08 -4.38316e-08
19.278 -4.35117e-08 -4.35117e-08
19.287 -4.31943e-08 -4.31943e-08
19.296 -4.28792e-08 -4.28792e-08
19.305 -4.25665e-08 -4.25665e-08
19.314 -4.22561e-08 -4.22561e-08
19.323 -4.1948e-08 -4.1948e-08
19.332 -4.16422e-08 -4.16422e-08
19.341 -4.13387e-08 -4.13387e-08
19.35 -4.10374e-08 -4.10374e-08
19.359 -4.07384e-08 -4.07384e-08
19.368 -4.04416e-08 -4.04416e-08
19.377 -4.0147e-08 -4.0147e-08
19.386 -3.98546e-08 -3.98546e-08
19.395 -3.95644e-08 -3.95644e-08
19.404 -3.92764e-08 -3.92764e-08
19.413 -3.89905e-08 -3.89905e-08
19.422 -3.87068e-08 -3.87068e-08
19.431 -3.84251e-08 -3.84251e-08
19.44 -3.81456e-08 -3.81456e-08
19.449 -3.78682e-08 -3.78682e-08
19.458 -3.75928e-08 -3.75928e-08
19.467 -3.73195e-08 -3.73195e-08
19.476 -3.70482e-08 -3.70482e-08
19.485 -3.6779e-08 -3.6779e-08
19.494 -3.65117e-08 -3.65117e-08
19.503 -3.62465e-08 -3.62465e-08
19.512 -3.59832e-08 -3.59832e-08
19.521 -3.5722e-08 -3.5722e-08
19.53 -3.54626e-08 -3.54626e-08
19.539 -3.52052e-08 -3.52052e-08
19.548 -3.49498e-08 -3.49498e-08
19.557 -3.46962e-08 -3.46962e-08
19.566 -3.44446e-08 -3.44446e-08
19.575 -3.41948e-08 -3.41948e-08
19.584 -3.39469e-08 -3.39469e-08
19.593 -3.37009e-08 -3.37009e-08
19.602 -3.34567e-08 -3.34567e-08
19.611 -3.32143e-08 -3.32143e-08
19.62 -3.29737e-08 -3.29737e-08
19.629 -3.2735e-08 -3.2735e-08
19.638 -3.2498e-08 -3.2498e-08
19.647 -3.22629e-08 -3.22629e-08
19.656 -3.20295e-08 -3.20295e-08
19.665 -3.17978e-08 -3.17978e-08
19.674 -3.15679e-08 -3.15679e-08
19.683 -3.13397e-08 -3.13397e-08
19.692 -3.11132e-08 -3.11132e-08
19.701 -3.08884e-08 -3.08884e-08
19.71 -3.06653e-08 -3.06653e-08
19.719 -3.04439e-08 -3.04439e-08
19.728 -3.02242e-08 -3.02242e-08
19.737 -3.00061e-08 -3.00061e-08
19.746 -2.97897e-08 -2.97897e-08
19.755 -2.95748e-08 -2.95748e-08
19.764 -2.93616e-08 -2.93616e-08
19.773 -2.91501e-08 -2.91501e-08
19.782 -2.89401e-08 -2.89401e-08
19.791 -2.87316e-08 -2.87316e-08
19.8 -2.85248e-08 -2.85248e-08
19.809 -2.83195e-08 -2.83195e-08
19.818 -2.81158e-08 -2.81158e-08
19.827 -2.79136e-08 -2.79136e-08
19.836 -2.77129e-08 -2.77129e-08
19.845 -2.75138e-08 -2.75138e-08
19.854 -2.73161e-08 -2.73161e-08
19.863 -2.712e-08 -2.712e-08
19.872 -2.69253e-08 -2.69253e-08
19.881 -2.67321e-08 -2.67321e-08
19.89 -2.65404e-08 -2.65404e-08
19.899 -2.63501e-08 -2.63501e-08
19.908 -2.61613e-08 -2.61613e-08
19.917 -2.59739e-08 -2.59739e-08
19.926 -2.57879e-08 -2.57879e-08
19.935 -2.56033e-08 -2.56033e-08
19.944 -2.54201e-08 -2.54201e-08
19.953 -2.52384e-08 -2.52384e-08
19.962 -2.5058e-08 -2.5058e-08
19.971 -2.48789e-08 -2.48789e-08
19.98 -2.47013e-08 -2.47013e-08
19.989 -2.45249e-08 -2.45249e-08
19.998 -2.435e-08 -2.435e-08
20.007 -2.41763e-08 -2.41763e-08
20.016 -2.4004e-08 -2.4004e-08
20.025 -2.3833e-08 -2.3833e-08
20.034 -2.36633e-08 -2.36633e-08
20.043 -2.34949e-08 -2.34949e-08
20.052 -2.33277e-08 -2.33277e-08
20.061 -2.31619e-08 -2.31619e-08
20.07 -2.29973e-08 -2.29973e-08
20.079 -2.2834e-08 -2.2834e-08
20.088 -2.26719e-08 -2.26719e-08
20.097 -2.25111e-08 -2.25111e-08
20.106 -2.23515e-08 -2.23515e-08
20.115 -2.21931e-08 -2.21931e-08
20.124 -2.20359e-08 -2.20359e-08
20.133 -2.188e-08 -2.188e-08
20.142 -2.17252e-08 -2.17252e-08
20.151 -2.15717e-08 -2.15717e-08
20.16 -2.14193e-08 -2.14193e-08
20.169 -2.1268e-08 -2.1268e-08
20.178 -2.1118e-08 -2.1118e-08
20.187 -2.09691e-08 -2.09691e-08
20.196 -2.08213e-08 -2.08213e-08
20.205 -2.06747e-08 -2.06747e-08
20.214 -2.05292e-08 -2.05292e-08
20.223 -2.03849e-08 -2.03849e-08
20.232 -2.02416e-08 -2.02416e-08
20.241 -2.00995e-08 -2.00995e-08
20.25 -1.99584e-08 -1.99584e-08
20.259 -1.98185e-08 -1.98185e-08
20.268 -1.96796e-08 -1.96796e-08
20.277 -1.95418e-08 -1.95418e-08
20.286 -1.94051e-08 -1.94051e-08
20.295 -1.92695e-08 -1.92695e-08
20.304 -1.91349e-08 -1.91349e-08
20.313 -1.90013e-08 -1.90013e-08
20.322 -1.88688e-08 -1.88688e-08
20.331 -1.87373e-08 -1.87373e-08
20.34 -1.86069e-08 -1.86069e-08
20.349 -1.84774e-08 -1.84774e-08
20.358 -1.8349e-08 -1.8349e-08
20.367 -1.82216e-08 -1.82216e-08
20.376 -1.80952e-08 -1.80952e-08
20.385 -1.79697e-08 -1.79697e-08
20.394 -1.78453e-08 -1.78453e-08
20.403 -1.77218e-08 -1.77218e-08
20.412 -1.75993e-08 -1.75993e-08
20.421 -1.74777e-08 -1.74777e-08
20.43 -1.73571e-08 -1.73571e-08
20.439 -1.72375e-08 -1.72375e-08
20.448 -1.71188e-08 -1.71188e-08
20.457 -1.70011e-08 -1.70011e-08
20.466 -1.68842e-08 -1.68842e-08
20.475 -1.67683e-08 -1.67683e-08
20.484 -1.66533e-08 -1.66533e-08
20.493 -1.65393e-08 -1.65393e-08
20.502 -1.64261e-08 -1.64261e-08
20.511 -1.63138e-08 -1.63138e-08
20.52 -1.62024e-08 -1.62024e-08
20.529 -1.60919e-08 -1.60919e-08
20.538 -1.59823e-08 -1.59823e-08
20.547 -1.58736e-08 -1.58736e-08
20.556 -1.57657e-08 -1.57657e-08
20.565 -1.56587e-08 -1.56587e-08
20.574 -1.55525e-08 -1.55525e-08
20.583 -1.54472e-08 -1.54472e-08
20.592 -1.53428e-08 -1.53428e-08
20.601 -1.52392e-08 -1.52392e-08
20.61 -1.51364e-08 -1.51364e-08
20.619 -1.50344e-08 -1.50344e-08
20.628 -1.49333e-08 -1.49333e-08
20.637 -1.4833e-08 -1.4833e-08
20.646 -1.47335e-08 -1.47335e-08
20.655 -1.46348e-08 -1.46348e-08
20.664 -1.45369e-08 -1.45369e-08
20.673 -1.44398e-08 -1.44398e-08
20.682 -1.43435e-08 -1.43435e-08
20.691 -1.4248e-08 -1.4248e-08
20.7 -1.41532e-08 -1.41532e-08
20.709 -1.40592e-08 -1.40592e-08
20.718 -1.3966e-08 -1.3966e-08
20.727 -1.38736e-08 -1.38736e-08
20.736 -1.37819e-08 -1.37819e-08
20.745 -1.3691e-08 -1.3691e-08
20.754 -1.36008e-08 -1.36008e-08
20.763 -1.35114e-08 -1.35114e-08
20.772 -1.34227e-08 -1.34227e-08
20.781 -1.33347e-08 -1.33347e-08
20.79 -1.32475e-08 -1.32475e-08
20.799 -1.3161e-08 -1.3161e-08
20.808 -1.30752e-08 -1.30752e-08
20.817 -1.29901e-08 -1.29901e-08
20.826 -1.29058e-08 -1.29058e-08
20.835 -1.28221e-08 -1.28221e-08
20.844 -1.27392e-08 -1.27392e-08
20.853 -1.26569e-08 -1.26569e-08
20.862 -1.25754e-08 -1.25754e-08
20.871 -1.24945e-08 -1.24945e-08
20.88 -1.24143e-08 -1.24143e-08
20.889 -1.23348e-08 -1.23348e-08
20.898 -1.22559e-08 -1.22559e-08
20.907 -1.21778e-08 -1.21778e-08
20.916 -1.21003e-08 -1.21003e-08
20.925 -1.20234e-08 -1.20234e-08
20.934 -1.19473e-08 -1.19473e-08
20.943 -1.18717e-08 -1.18717e-08
20.952 -1.17969e-08 -1.17969e-08
20.961 -1.17226e-08 -1.17226e-08
20.97 -1.1649e-08 -1.1649e-08
20.979 -1.15761e-08 -1.15761e-08
20.988 -1.15038e-08 -1.15038e-08
20.997 -1.14321e-08 -1.14321e-08
21.006 -1.1361e-08 -1.1361e-08
21.015 -1.12906e-08 -1.12906e-08
21.024 -1.12207e-08 -1.12207e-08
21.033 -1.11515e-08 -1.11515e-08
21.042 -1.10829e-08 -1.10829e-08
21.051 -1.10149e-08 -1.10149e-08
21.06 -1.09475e-08 -1.09475e-08
21.069 -1.08808e-08 -1.08808e-08
21.078 -1.08146e-08 -1.08146e-08
21.087 -1.07489e-08 -1.07489e-08
21.096 -1.06839e-08 -1.06839e-08
21.105 -1.06195e-08 -1.06195e-08
21.114 -1.05556e-08 -1.05556e-08
21.123 -1.04924e-08 -1.04924e-08
21.132 -1.04297e-08 -1.04297e-08
21.141 -1.03675e-08 -1.03675e-08
21.15 -1.0306e-08 -1.0306e-08
21.159 -1.0245e-08 -1.0245e-08
21.168 -1.01845e-08 -1.01845e-08
21.177 -1.01247e-08 -1.01247e-08
21.186 -1.00653e-08 -1.00653e-08
21.195 -1.00066e-08 -1.00066e-08
21.204 -9.94832e-09 -9.94832e-09
21.213 -9.89064e-09 -9.89064e-09
21.222 -9.8335e-09 -9.8335e-09
21.231 -9.77689e-09 -9.77689e-09
21.24 -9.72082e-09 -9.72082e-09
21.249 -9.66528e-09 -9.66528e-09
21.258 -9.61027e-09 -9.61027e-09
21.267 -9.55579e-09 -9.55579e-09
21.276 -9.50182e-09 -9.50182e-09
21.285 -9.44838e-09 -9.44838e-09
21.294 -9.39546e-09 -9.39546e-09
21.303 -9.34305e-09 -9.34305e-09
21.312 -9.29115e-09 -9.29115e-09
21.321 -9.23976e-09 -9.23976e-09
21.33 -9.18887e-09 -9.18887e-09
21.339 -9.13849e-09 -9.13849e-09
21.348 -9.0886e-09 -9.0886e-09
21.357 -9.03922e-09 -9.03922e-09
21.366 -8.99033e-09 -8.99033e-09
21.375 -8.94193e-09 -8.94193e-09
21.384 -8.89402e-09 -8.89402e-09
21.393 -8.84659e-09 -8.84659e-09
21.402 -8.79965e-09 -8.79965e-09
21.411 -8.7532e-09 -8.7532e-09
21.42 -8.70722e-09 -8.70722e-09
21.429 -8.66171e-09 -8.66171e-09
21.438 -8.61668e-09 -8.61668e-09
21.447 -8.57213e-09 -8.57213e-09
21.456 -8.52804e-09 -8.52804e-09
21.465 -8.48442e-09 -8.48442e-09
21.474 -8.44126e-09 -8.44126e-09
21.483 -8.39856e-09 -8.39856e-09
21.492 -8.35633e-09 -8.35633e-09
21.501 -8.31455e-09 -8.31455e-09
21.51 -8.27322e-09 -8.27322e-09
21.519 -8.23235e-09 -8.23235e-09
21.528 -8.19193e-09 -8.19193e-09
21.537 -8.15196e-09 -8.15196e-09
21.546 -8.11243e-09 -8.11243e-09
21.555 -8.07335e-09 -8.07335e-09
21.564 -8.0347e-09 -8.0347e-09
21.573 -7.9965e-09 -7.9965e-09
21.582 -7.95874e-09 -7.95874e-09
21.591 -7.92141e-09 -7.92141e-09
21.6 -7.88451e-09 -7.88451e-09
21.609 -7.84805e-09 -7.84805e-09
21.618 -7.81201e-09 -7.81201e-09
21.627 -7.77641e-09 -7.77641e-09
21.636 -7.74122e-09 -7.74122e-09
21.645 -7.70647e-09 -7.70647e-09
21.654 -7.67213e-09 -7.67213e-09
21.663 -7.63821e-09 -7.63821e-09
21.672 -7.60471e-09 -7.60471e-09
21.681 -7.57163e-09 -7.57163e-09
21.69 -7.53896e-09 -7.53896e-09
21.699 -7.5067e-09 -7.5067e-09
21.708 -7.47486e-09 -7.47486e-09
21.717 -7.44342e-09 -7.44342e-09
21.726 -7.41239e-09 -7.41239e-09
21.735 -7.38177e-09 -7.38177e-09
21.744 -7.35155e-09 -7.35155e-09
21.753 -7.32173e-09 -7.32173e-09
21.762 -7.29231e-09 -7.29231e-09
21.771 -7.26329e-09 -7.26329e-09
21.78 -7.23467e-09 -7.23467e-09
21.789 -7.20645e-09 -7.20645e-09
21.798 -7.17862e-09 -7.17862e-09
21.807 -7.15118e-09 -7.15118e-09
21.816 -7.12413e-09 -7.12413e-09
21.825 -7.09748e-09 -7.09748e-09
21.834 -7.07121e-09 -7.07121e-09
21.843 -7.04532e-09 -7.04532e-09
21.852 -7.01983e-09 -7.01983e-09
21.861 -6.99472e-09 -6.99472e-09
21.87 -6.96999e-09 -6.96999e-09
21.879 -6.94564e-09 -6.94564e-09
21.888 -6.92167e-09 -6.92167e-09
21.897 -6.89808e-09 -6.89808e-09
21.906 -6.87487e-09 -6.87487e-09
21.915 -6.85203e-09 -6.85203e-09
21.924 -6.82957e-09 -6.82957e-09
21.933 -6.80748e-09 -6.80748e-09
21.942 -6.78577e-09 -6.78577e-09
21.951 -6.76442e-09 -6.76442e-09
21.96 -6.74345e-09 -6.74345e-09
21.969 -6.72284e-09 -6.72284e-09
21.978 -6.70261e-09 -6.70261e-09
21.987 -6.68274e-09 -6.68274e-09
21.996 -6.66323e-09 -6.66323e-09
22.005 -6.64409e-09 -6.64409e-09
22.014 -6.62532e-09 -6.62532e-09
22.023 -6.6069e-09 -6.6069e-09
22.032 -6.58885e-09 -6.58885e-09
22.041 -6.57116e-09 -6.57116e-09
22.05 -6.55382e-09 -6.55382e-09
22.059 -6.53685e-09 -6.53685e-09
22.068 -6.52023e-09 -6.52023e-09
22.077 -6.50397e-09 -6.50397e-09
22.086 -6.48807e-09 -6.48807e-09
22.095 -6.47252e-09 -6.47252e-09
22.104 -6.45732e-09 -6.45732e-09
22.113 -6.44248e-09 -6.44248e-09
22.122 -6.42799e-09 -6.42799e-09
22.131 -6.41386e-09 -6.41386e-09
22.14 -6.40007e-09 -6.40007e-09
22.149 -6.38663e-09 -6.38663e-09
22.158 -6.37355e-09 -6.37355e-09
22.167 -6.36081e-09 -6.36081e-09
22.176 -6.34842e-09 -6.34842e-09
22.185 -6.33638e-09 -6.33638e-09
22.194 -6.32468e-09 -6.32468e-09
22.203 -6.31333e-09 -6.31333e-09
22.212 -6.30232e-09 -6.30232e-09
22.221 -6.29166e-09 -6.29166e-09
22.23 -6.28135e-09 -6.28135e-09
22.239 -6.27138e-09 -6.27138e-09
22.248 -6.26175e-09 -6.26175e-09
22.257 -6.25246e-09 -6.25246e-09
22.266 -6.24352e-09 -6.24352e-09
22.275 -6.23491e-09 -6.23491e-09
22.284 -6.22665e-09 -6.22665e-09
22.293 -6.21873e-09 -6.21873e-09
22.302 -6.21115e-09 -6.21115e-09
22.311 -6.20391e-09 -6.20391e-09
22.32 -6.19701e-09 -6.19701e-09
22.329 -6.19045e-09 -6.19045e-09
22.338 -6.18422e-09 -6.18422e-09
22.347 -6.17834e-09 -6.17834e-09
22.356 -6.17279e-09 -6.17279e-09
22.365 -6.16758e-09 -6.16758e-09
22.374 -6.16271e-09 -6.16271e-09
22.383 -6.15817e-09 -6.15817e-09
22.392 -6.15398e-09 -6.15398e-09
22.401 -6.15011e-09 -6.15011e-09
22.41 -6.14659e-09 -6.14659e-09
22.419 -6.1434e-09 -6.1434e-09
22.428 -6.14055e-09 -6.14055e-09
22.437 -6.13803e-09 -6.13803e-09
22.446 -6.13585e-09 -6.13585e-09
22.455 -6.13401e-09 -6.13401e-09
22.464 -6.1325e-09 -6.1325e-09
22.473 -6.13132e-09 -6.13132e-09
22.482 -6.13048e-09 -6.13048e-09
22.491 -6.12998e-09 -6.12998e-09
22.5 -6.12981e-09 -6.12981e-09
22.509 -6.12998e-09 -6.12998e-09
22.518 -6.13048e-09 -6.13048e-09
22.527 -6.13132e-09 -6.13132e-09
22.536 -6.1325e-09 -6.1325e-09
22.545 -6.13401e-09 -6.13401e-09
22.554 -6.13585e-09 -6.13585e-09
22.563 -6.13803e-09 -6.13803e-09
22.572 -6.14055e-09 -6.14055e-09
22.581 -6.1434e-09 -6.1434e-09
22.59 -6.14659e-09 -6.14659e-09
22.599 -6.15011e-09 -6.15011e-09
22.608 -6.15398e-09 -6.15398e-09
22.617 -6.15817e-09 -6.15817e-09
22.626 -6.16271e-09 -6.16271e-09
22.635 -6.16758e-09 -6.16758e-09
22.644 -6.17279e-09 -6.17279e-09
22.653 -6.17834e-09 -6.17834e-09
22.662 -6.18422e-09 -6.18422e-09
22.671 -6.19045e-09 -6.19045e-09
22.68 -6.19701e-09 -6.19701e-09
22.689 -6.20391e-09 -6.20391e-09
22.698 -6.21115e-09 -6.21115e-09
22.707 -6.21873e-09 -6.21873e-09
22.716 -6.22665e-09 -6.22665e-09
22.725 -6.23491e-09 -6.23491e-09
22.734 -6.24352e-09 -6.24352e-09
22.743 -6.25246e-09 -6.25246e-09
22.752 -6.26175e-09 -6.26175e-09
22.761 -6.27138e-09 -6.27138e-09
22.77 -6.28135e-09 -6.28135e-09
22.779 -6.29166e-09 -6.29166e-09
22.788 -6.30232e-09 -6.30232e-09
22.797 -6.31333e-09 -6.31333e-09
22.806 -6.32468e-09 -6.32468e-09
22.815 -6.33638e-09 -6.33638e-09
22.824 -6.34842e-09 -6.34842e-09
22.833 -6.36081e-09 -6.36081e-09
22.842 -6.37355e-09 -6.37355e-09
22.851 -6.38663e-09 -6.38663e-09
22.86 -6.40007e-09 -6.40007e-09
22.869 -6.41386e-09 -6.41386e-09
22.878 -6.42799e-09 -6.42799e-09
22.887 -6.44248e-09 -6.44248e-09
22.896 -6.45732e-09 -6.45732e-09
22.905 -6.47252e-09 -6.47252e-09
22.914 -6.48807e-09 -6.48807e-09
22.923 -6.50397e-09 -6.50397e-09
22.932 -6.52023e-09 -6.52023e-09
22.941 -6.53685e-09 -6.53685e-09
22.95 -6.55382e-09 -6.55382e-09
22.959 -6.57116e-09 -6.57116e-09
22.968 -6.58885e-09 -6.58885e-09
22.977 -6.6069e-09 -6.6069e-09
22.986 -6.62532e-09 -6.62532e-09
22.995 -6.64409e-09 -6.64409e-09
23.004 -6.66323e-09 -6.66323e-09
23.013 -6.68274e-09 -6.68274e-09
23.022 -6.70261e-09 -6.70261e-09
23.031 -6.72284e-09 -6.72284e-09
23.04 -6.74345e-09 -6.74345e-09
23.049 -6.76442e-09 -6.76442e-09
23.058 -6.78577e-09 -6.78577e-09
23.067 -6.80748e-09 -6.80748e-09
23.076 -6.82957e-09 -6.82957e-09
23.085 -6.85203e-09 -6.85203e-09
23.094 -6.87487e-09 -6.87487e-09
23.103 -6.89808e-09 -6.89808e-09
23.112 -6.92167e-09 -6.92167e-09
23.121 -6.94564e-09 -6.94564e-09
23.13 -6.96999e-09 -6.96999e-09
23.139 -6.99472e-09 -6.99472e-09
23.148 -7.01983e-09 -7.01983e-09
23.157 -7.04532e-09 -7.04532e-09
23.166 -7.07121e-09 -7.07121e-09
23.175 -7.09748e-09 -7.09748e-09
23.184 -7.12413e-09 -7.12413e-09
23.193 -7.15118e-09 -7.15118e-09
23.202 -7.17862e-09 -7.17862e-09
23.211 -7.20645e-09 -7.20645e-09
23.22 -7.23467e-09 -7.23467e-09
23.229 -7.26329e-09 -7.26329e-09
23.238 -7.29231e-09 -7.29231e-09
23.247 -7.32173e-09 -7.32173e-09
23.256 -7.35155e-09 -7.35155e-09
23.265 -7.38177e-09 -7.38177e-09
23.274 -7.41239e-09 -7.41239e-09
23.283 -7.44342e-09 -7.44342e-09
23.292 -7.47486e-09 -7.47486e-09
23.301 -7.5067e-09 -7.5067e-09
23.31 -7.53896e-09 -7.53896e-09
23.319 -7.57163e-09 -7.57163e-09
23.328 -7.60471e-09 -7.60471e-09
23.337 -7.63821e-09 -7.63821e-09
23.346 -7.67213e-09 -7.67213e-09
23.355 -7.70647e-09 -7.70647e-09
23.364 -7.74122e-09 -7.74122e-09
23.373 -7.77641e-09 -7.77641e-09
23.382 -7.81201e-09 -7.81201e-09
23.391 -7.84805e-09 -7.84805e-09
23.4 -7.88451e-09 -7.88451e-09
23.409 -7.92141e-09 -7.92141e-09
23.418 -7.95874e-09 -7.95874e-09
23.427 -7.9965e-09 -7.9965e-09
23.436 -8.0347e-09 -8.0347e-09
23.445 -8.07335e-09 -8.07335e-09
23.454 -8.11243e-09 -8.11243e-09
23.463 -8.15196e-09 -8.15196e-09
23.472 -8.19193e-09 -8.19193e-09
23.481 -8.23235e-09 -8.23235e-09
23.49 -8.27322e-09 -8.27322e-09
23.499 -8.31455e-09 -8.31455e-09
23.508 -8.35633e-09 -8.35633e-09
23.517 -8.39856e-09 -8.39856e-09
23.526 -8.44126e-09 -8.44126e-09
23.535 -8.48442e-09 -8.48442e-09
23.544 -8.52804e-09 -8.52804e-09
23.553 -8.57213e-09 -8.57213e-09
23.562 -8.61668e-09 -8.61668e-09
23.571 -8.66171e-09 -8.66171e-09
23.58 -8.70722e-09 -8.70722e-09
23.589 -8.7532e-09 -8.7532e-09
23.598 -8.79965e-09 -8.79965e-09
23.607 -8.84659e-09 -8.84659e-09
23.616 -8.89402e-09 -8.89402e-09
23.625 -8.94193e-09 -8.94193e-09
23.634 -8.99033e-09 -8.99033e-09
23.643 -9.03922e-09 -9.03922e-09
23.652 -9.0886e-09 -9.0886e-09
23.661 -9.13849e-09 -9.13849e-09
23.67 -9.18887e-09 -9.18887e-09
23.679 -9.23976e-09 -9.23976e-09
23.688 -9.29115e-09 -9.29115e-09
23.697 -9.34305e-09 -9.34305e-09
23.706 -9.39546e-09 -9.39546e-09
23.715 -9.44838e-09 -9.44838e-09
23.724 -9.50182e-09 -9.50182e-09
23.733 -9.55579e-09 -9.55579e-09
23.742 -9.61027e-09 -9.61027e-09
23.751 -9.66528e-09 -9.66528e-09
23.76 -9.72082e-09 -9.72082e-09
23.769 -9.77689e-09 -9.77689e-09
23.778 -9.8335e-09 -9.8335e-09
23.787 -9.89064e-09 -9.89064e-09
23.796 -9.94832e-09 -9.94832e-09
23.805 -1.00066e-08 -1.00066e-08
23.814 -1.00653e-08 -1.00653e-08
23.823 -1.01247e-08 -1.01247e-08
23.832 -1.01845e-08 -1.01845e-08
23.841 -1.0245e-08 -1.0245e-08
23.85 -1.0306e-08 -1.0306e-08
23.859 -1.03675e-08 -1.03675e-08
23.868 -1.04297e-08 -1.04297e-08
23.877 -1.04924e-08 -1.04924e-08
23.886 -1.05556e-08 -1.05556e-08
23.895 -1.06195e-08 -1.06195e-08
23.904 -1.06839e-08 -1.06839e-08
23.913 -1.07489e-08 -1.07489e-08
23.922 -1.08146e-08 -1.08146e-08
23.931 -1.08808e-08 -1.08808e-08
23.94 -1.09475e-08 -1.09475e-08
23.949 -1.10149e-08 -1.10149e-08
23.958 -1.10829e-08 -1.10829e-08
23.967 -1.11515e-08 -1.11515e-08
23.976 -1.12207e-08 -1.12207e-08
23.985 -1.12906e-08 -1.12906e-08
23.994 -1.1361e-08 -1.1361e-08
24.003 -1.14321e-08 -1.14321e-08
24.012 -1.15038e-08 -1.15038e-08
24.021 -1.15761e-08 -1.15761e-08
24.03 -1.1649e-08 -1.1649e-08
24.039 -1.17226e-08 -1.17226e-08
24.048 -1.17969e-08 -1.17969e-08
24.057 -1.18717e-08 -1.18717e-08
24.066 -1.19473e-08 -1.19473e-08
24.075 -1.20234e-08 -1.20234e-08
24.084 -1.21003e-08 -1.21003e-08
24.093 -1.21778e-08 -1.21778e-08
24.102 -1.22559e-08 -1.22559e-08
24.111 -1.23348e-08 -1.23348e-08
24.12 -1.24143e-08 -1.24143e-08
24.129 -1.24945e-08 -1.24945e-08
24.138 -1.25754e-08 -1.25754e-08
24.147 -1.26569e-08 -1.26569e-08
24.156 -1.27392e-08 -1.27392e-08
24.165 -1.28221e-08 -1.28221e-08
24.174 -1.29058e-08 -1.29058e-08
24.183 -1.29901e-08 -1.29901e-08
24.192 -1.30752e-08 -1.30752e-08
24.201 -1.3161e-08 -1.3161e-08
24.21 -1.32475e-08 -1.32475e-08
24.219 -1.33347e-08 -1.33347e-08
24.228 -1.34227e-08 -1.34227e-08
24.237 -1.35114e-08 -1.35114e-08
24.246 -1.36008e-08 -1.36008e-08
24.255 -1.3691e-08 -1.3691e-08
24.264 -1.37819e-08 -1.37819e-08
24.273 -1.38736e-08 -1.38736e-08
24.282 -1.3966e-08 -1.3966e-08
24.291 -1.40592e-08 -1.40592e-08
24.3 -1.41532e-08 -1.41532e-08
24.309 -1.4248e-08 -1.4248e-08
24.318 -1.43435e-08 -1.43435e-08
24.327 -1.44398e-08 -1.44398e-08
24.336 -1.45369e-08 -1.45369e-08
24.345 -1.46348e-08 -1.46348e-08
24.354 -1.47335e-08 -1.47335e-08
24.363 -1.4833e-08 -1.4833e-08
24.372 -1.49333e-08 -1.49333e-08
24.381 -1.50344e-08 -1.50344e-08
24.39 -1.51364e-08 -1.51364e-08
24.399 -1.52392e-08 -1.52392e-08
24.408 -1.53428e-08 -1.53428e-08
24.417 -1.54472e-08 -1.54472e-08
24.426 -1.55525e-08 -1.55525e-08
24.435 -1.56587e-08 -1.56587e-08
24.444 -1.57657e-08 -1.57657e-08
24.453 -1.58736e-08 -1.58736e-08
24.462 -1.59823e-08 -1.59823e-08
24.471 -1.60919e-08 -1.60919e-08
24.48 -1.62024e-08 -1.62024e-08
24.489 -1.63138e-08 -1.63138e-08
24.498 -1.64261e-08 -1.64261e-08
24.507 -1.65393e-08 -1.65393e-08
24.516 -1.66533e-08 -1.66533e-08
24.525 -1.67683e-08 -1.67683e-08
24.534 -1.68842e-08 -1.68842e-08
24.543 -1.70011e-08 -1.70011e-08
24.552 -1.71188e-08 -1.71188e-08
24.561 -1.72375e-08 -1.72375e-08
24.57 -1.73571e-08 -1.73571e-08
24.579 -1.74777e-08 -1.74777e-08
24.588 -1.75993e-08 -1.75993e-08
24.597 -1.77218e-08 -1.77218e-08
24.606 -1.78453e-08 -1.78453e-08
24.615 -1.79697e-08 -1.79697e-08
24.624 -1.80952e-08 -1.80952e-08
24.633 -1.82216e-08 -1.82216e-08
24.642 -1.8349e-08 -1.8349e-08
24.651 -1.84774e-08 -1.84774e-08
24.66 -1.86069e-08 -1.86069e-08
24.669 -1.87373e-08 -1.87373e-08
24.678 -1.88688e-08 -1.88688e-08
24.687 -1.90013e-08 -1.90013e-08
24.696 -1.91349e-08 -1.91349e-08
24.705 -1.92695e-08 -1.92695e-08
24.714 -1.94051e-08 -1.94051e-08
24.723 -1.95418e-08 -1.95418e-08
24.732 -1.96796e-08 -1.96796e-08
24.741 -1.98185e-08 -1.98185e-08
24.75 -1.99584e-08 -1.99584e-08
24.759 -2.00995e-08 -2.00995e-08
24.768 -2.02416e-08 -2.02416e-08
24.777 -2.03849e-08 -2.03849e-08
24.786 -2.05292e-08 -2.05292e-08
24.795 -2.06747e-08 -2.06747e-08
24.804 -2.08213e-08 -2.08213e-08
24.813 -2.09691e-08 -2.09691e-08
